#Auto Generated Topology File
#Topology Matrix:  10 * 10  Nodes
#Radio Range:  5.0
-n 100 

24   65   -50
24   66   -50
24   67   -50
24   74   -50

25   1   -50
25   2   -50
25   3   -50
25   4   -50
25   5   -50
25   6   -50
25   7   -50
25   8   -50
25   9   -50
25   11   -50
25   12   -50
25   13   -50
25   14   -50
25   15   -50
25   16   -50
25   17   -50
25   18   -50
25   19   -50
25   20   -50
25   21   -50
25   22   -50
25   23   -50
25   24   -50
25   26   -50
25   27   -50
25   28   -50
25   29   -50
25   31   -50
25   32   -50
25   33   -50
25   34   -50
25   35   -50
25   36   -50
25   37   -50
25   38   -50
25   39   -50
25   41   -50
25   42   -50
25   43   -50
25   44   -50
25   45   -50
25   46   -50
25   47   -50
25   48   -50
25   49   -50
25   51   -50
25   52   -50
25   53   -50
25   54   -50
25   55   -50
25   56   -50
25   57   -50
25   58   -50
25   59   -50
25   62   -50
25   63   -50
25   64   -50
25   65   -50
25   66   -50
25   67   -50
25   68   -50
25   75   -50

26   2   -50
26   3   -50
26   4   -50
26   5   -50
26   6   -50
26   7   -50
26   8   -50
26   9   -50
26   12   -50
26   13   -50
26   14   -50
26   15   -50
26   16   -50
26   17   -50
26   18   -50
26   19   -50
26   21   -50
26   22   -50
26   23   -50
26   24   -50
26   25   -50
26   27   -50
26   28   -50
26   29   -50
26   32   -50
26   33   -50
26   34   -50
26   35   -50
26   36   -50
26   37   -50
26   38   -50
26   39   -50
26   42   -50
26   43   -50
26   44   -50
26   45   -50
26   46   -50
26   47   -50
26   48   -50
26   49   -50
26   52   -50
26   53   -50
26   54   -50
26   55   -50
26   56   -50
26   57   -50
26   58   -50
26   59   -50
26   63   -50
26   64   -50
26   65   -50
26   66   -50
26   67   -50
26   68   -50
26   69   -50
26   76   -50

27   3   -50
27   4   -50
27   5   -50
27   6   -50
27   7   -50
27   8   -50
27   9   -50
27   13   -50
27   14   -50
27   15   -50
27   16   -50
27   17   -50
27   18   -50
27   19   -50
27   22   -50
27   23   -50
27   24   -50
27   25   -50
27   26   -50
27   28   -50
27   29   -50
27   33   -50
27   34   -50
27   35   -50
27   36   -50
27   37   -50
27   38   -50
27   39   -50
27   43   -50
27   44   -50
27   45   -50
27   46   -50
27   47   -50
27   48   -50
27   49   -50
27   53   -50
27   54   -50
27   55   -50
27   56   -50
27   57   -50
27   58   -50
27   59   -50
27   64   -50
27   65   -50
27   66   -50
27   67   -50
27   68   -50
27   69   -50
27   77   -50

28   4   -50
28   5   -50
28   6   -50
28   7   -50
28   8   -50
28   9   -50
28   14   -50
28   15   -50
28   16   -50
28   17   -50
28   18   -50
28   19   -50
28   23   -50
28   24   -50
28   25   -50
28   26   -50
28   27   -50
28   29   -50
28   34   -50
28   35   -50
28   36   -50
28   37   -50
28   38   -50
28   39   -50
28   44   -50
28   45   -50
28   46   -50
28   47   -50
28   48   -50
28   49   -50
28   54   -50
28   55   -50
28   56   -50
28   57   -50
28   58   -50
28   59   -50
28   65   -50
28   66   -50
28   67   -50
28   68   -50
28   69   -50
28   78   -50

29   5   -50
29   6   -50
29   7   -50
29   8   -50
29   9   -50
29   15   -50
29   16   -50
29   17   -50
29   18   -50
29   19   -50
29   24   -50
29   25   -50
29   26   -50
29   27   -50
29   28   -50
29   35   -50
29   36   -50
29   37   -50
29   38   -50
29   39   -50
29   45   -50
29   46   -50
29   47   -50
29   48   -50
29   49   -50
29   55   -50
29   56   -50
29   57   -50
29   58   -50
29   59   -50
29   66   -50
29   67   -50
29   68   -50
29   69   -50
29   79   -50

30   0   -50
30   1   -50
30   2   -50
30   3   -50
30   4   -50
30   10   -50
30   11   -50
30   12   -50
30   13   -50
30   14   -50
30   20   -50
30   21   -50
30   22   -50
30   23   -50
30   24   -50
30   31   -50
30   32   -50
30   33   -50
30   34   -50
30   35   -50
30   40   -50
30   41   -50
30   42   -50
30   43   -50
30   44   -50
30   50   -50
30   51   -50
30   52   -50
30   53   -50
30   54   -50
30   60   -50
30   61   -50
30   62   -50
30   63   -50
30   64   -50
30   70   -50
30   71   -50
30   72   -50
30   73   -50
30   80   -50

31   0   -50
31   1   -50
31   2   -50
31   3   -50
31   4   -50
31   5   -50
31   10   -50
31   11   -50
31   12   -50
31   13   -50
31   14   -50
31   15   -50
31   20   -50
31   21   -50
31   22   -50
31   23   -50
31   24   -50
31   25   -50
31   30   -50
31   32   -50
31   33   -50
31   34   -50
31   35   -50
31   36   -50
31   40   -50
31   41   -50
31   42   -50
31   43   -50
31   44   -50
31   45   -50
31   50   -50
31   51   -50
31   52   -50
31   53   -50
31   54   -50
31   55   -50
31   60   -50
31   61   -50
31   62   -50
31   63   -50
31   64   -50
31   65   -50
31   70   -50
31   71   -50
31   72   -50
31   73   -50
31   74   -50
31   81   -50

32   0   -50
32   1   -50
32   2   -50
32   3   -50
32   4   -50
32   5   -50
32   6   -50
32   10   -50
32   11   -50
32   12   -50
32   13   -50
32   14   -50
32   15   -50
32   16   -50
32   20   -50
32   21   -50
32   22   -50
32   23   -50
32   24   -50
32   25   -50
32   26   -50
32   30   -50
32   31   -50
32   33   -50
32   34   -50
32   35   -50
32   36   -50
32   37   -50
32   40   -50
32   41   -50
32   42   -50
32   43   -50
32   44   -50
32   45   -50
32   46   -50
32   50   -50
32   51   -50
32   52   -50
32   53   -50
32   54   -50
32   55   -50
32   56   -50
32   60   -50
32   61   -50
32   62   -50
32   63   -50
32   64   -50
32   65   -50
32   66   -50
32   70   -50
32   71   -50
32   72   -50
32   73   -50
32   74   -50
32   75   -50
32   82   -50

33   0   -50
33   1   -50
33   2   -50
33   3   -50
33   4   -50
33   5   -50
33   6   -50
33   7   -50
33   10   -50
33   11   -50
33   12   -50
33   13   -50
33   14   -50
33   15   -50
33   16   -50
33   17   -50
33   20   -50
33   21   -50
33   22   -50
33   23   -50
33   24   -50
33   25   -50
33   26   -50
33   27   -50
33   30   -50
33   31   -50
33   32   -50
33   34   -50
33   35   -50
33   36   -50
33   37   -50
33   38   -50
33   40   -50
33   41   -50
33   42   -50
33   43   -50
33   44   -50
33   45   -50
33   46   -50
33   47   -50
33   50   -50
33   51   -50
33   52   -50
33   53   -50
33   54   -50
33   55   -50
33   56   -50
33   57   -50
33   60   -50
33   61   -50
33   62   -50
33   63   -50
33   64   -50
33   65   -50
33   66   -50
33   67   -50
33   70   -50
33   71   -50
33   72   -50
33   73   -50
33   74   -50
33   75   -50
33   76   -50
33   83   -50

34   0   -50
34   1   -50
34   2   -50
34   3   -50
34   4   -50
34   5   -50
34   6   -50
34   7   -50
34   8   -50
34   10   -50
34   11   -50
34   12   -50
34   13   -50
34   14   -50
34   15   -50
34   16   -50
34   17   -50
34   18   -50
34   20   -50
34   21   -50
34   22   -50
34   23   -50
34   24   -50
34   25   -50
34   26   -50
34   27   -50
34   28   -50
34   30   -50
34   31   -50
34   32   -50
34   33   -50
34   35   -50
34   36   -50
34   37   -50
34   38   -50
34   39   -50
34   40   -50
34   41   -50
34   42   -50
34   43   -50
34   44   -50
34   45   -50
34   46   -50
34   47   -50
34   48   -50
34   50   -50
34   51   -50
34   52   -50
34   53   -50
34   54   -50
34   55   -50
34   56   -50
34   57   -50
34   58   -50
34   60   -50
34   61   -50
34   62   -50
34   63   -50
34   64   -50
34   65   -50
34   66   -50
34   67   -50
34   68   -50
34   71   -50
34   72   -50
34   73   -50
34   74   -50
34   75   -50
34   76   -50
34   77   -50
34   84   -50

35   1   -50
35   2   -50
35   3   -50
35   4   -50
35   5   -50
35   6   -50
35   7   -50
35   8   -50
35   9   -50
35   11   -50
35   12   -50
35   13   -50
35   14   -50
35   15   -50
35   16   -50
35   17   -50
35   18   -50
35   19   -50
35   21   -50
35   22   -50
35   23   -50
35   24   -50
35   25   -50
35   26   -50
35   27   -50
35   28   -50
35   29   -50
35   30   -50
35   31   -50
35   32   -50
35   33   -50
35   34   -50
35   36   -50
35   37   -50
35   38   -50
35   39   -50
35   41   -50
35   42   -50
35   43   -50
35   44   -50
35   45   -50
35   46   -50
35   47   -50
35   48   -50
35   49   -50
35   51   -50
35   52   -50
35   53   -50
35   54   -50
35   55   -50
35   56   -50
35   57   -50
35   58   -50
35   59   -50
35   61   -50
35   62   -50
35   63   -50
35   64   -50
35   65   -50
35   66   -50
35   67   -50
35   68   -50
35   69   -50
35   72   -50
35   73   -50
35   74   -50
35   75   -50
35   76   -50
35   77   -50
35   78   -50
35   85   -50

36   2   -50
36   3   -50
36   4   -50
36   5   -50
36   6   -50
36   7   -50
36   8   -50
36   9   -50
36   12   -50
36   13   -50
36   14   -50
36   15   -50
36   16   -50
36   17   -50
36   18   -50
36   19   -50
36   22   -50
36   23   -50
36   24   -50
36   25   -50
36   26   -50
36   27   -50
36   28   -50
36   29   -50
36   31   -50
36   32   -50
36   33   -50
36   34   -50
36   35   -50
36   37   -50
36   38   -50
36   39   -50
36   42   -50
36   43   -50
36   44   -50
36   45   -50
36   46   -50
36   47   -50
36   48   -50
36   49   -50
36   52   -50
36   53   -50
36   54   -50
36   55   -50
36   56   -50
36   57   -50
36   58   -50
36   59   -50
36   62   -50
36   63   -50
36   64   -50
36   65   -50
36   66   -50
36   67   -50
36   68   -50
36   69   -50
36   73   -50
36   74   -50
36   75   -50
36   76   -50
36   77   -50
36   78   -50
36   79   -50
36   86   -50

37   3   -50
37   4   -50
37   5   -50
37   6   -50
37   7   -50
37   8   -50
37   9   -50
37   13   -50
37   14   -50
37   15   -50
37   16   -50
37   17   -50
37   18   -50
37   19   -50
37   23   -50
37   24   -50
37   25   -50
37   26   -50
37   27   -50
37   28   -50
37   29   -50
37   32   -50
37   33   -50
37   34   -50
37   35   -50
37   36   -50
37   38   -50
37   39   -50
37   43   -50
37   44   -50
37   45   -50
37   46   -50
37   47   -50
37   48   -50
37   49   -50
37   53   -50
37   54   -50
37   55   -50
37   56   -50
37   57   -50
37   58   -50
37   59   -50
37   63   -50
37   64   -50
37   65   -50
37   66   -50
37   67   -50
37   68   -50
37   69   -50
37   74   -50
37   75   -50
37   76   -50
37   77   -50
37   78   -50
37   79   -50
37   87   -50

38   4   -50
38   5   -50
38   6   -50
38   7   -50
38   8   -50
38   9   -50
38   14   -50
38   15   -50
38   16   -50
38   17   -50
38   18   -50
38   19   -50
38   24   -50
38   25   -50
38   26   -50
38   27   -50
38   28   -50
38   29   -50
38   33   -50
38   34   -50
38   35   -50
38   36   -50
38   37   -50
38   39   -50
38   44   -50
38   45   -50
38   46   -50
38   47   -50
38   48   -50
38   49   -50
38   54   -50
38   55   -50
38   56   -50
38   57   -50
38   58   -50
38   59   -50
38   64   -50
38   65   -50
38   66   -50
38   67   -50
38   68   -50
38   69   -50
38   75   -50
38   76   -50
38   77   -50
38   78   -50
38   79   -50
38   88   -50

39   5   -50
39   6   -50
39   7   -50
39   8   -50
39   9   -50
39   15   -50
39   16   -50
39   17   -50
39   18   -50
39   19   -50
39   25   -50
39   26   -50
39   27   -50
39   28   -50
39   29   -50
39   34   -50
39   35   -50
39   36   -50
39   37   -50
39   38   -50
39   45   -50
39   46   -50
39   47   -50
39   48   -50
39   49   -50
39   55   -50
39   56   -50
39   57   -50
39   58   -50
39   59   -50
39   65   -50
39   66   -50
39   67   -50
39   68   -50
39   69   -50
39   76   -50
39   77   -50
39   78   -50
39   79   -50
39   89   -50

40   0   -50
40   1   -50
40   2   -50
40   3   -50
40   10   -50
40   11   -50
40   12   -50
40   13   -50
40   14   -50
40   20   -50
40   21   -50
40   22   -50
40   23   -50
40   24   -50
40   30   -50
40   31   -50
40   32   -50
40   33   -50
40   34   -50
40   41   -50
40   42   -50
40   43   -50
40   44   -50
40   45   -50
40   50   -50
40   51   -50
40   52   -50
40   53   -50
40   54   -50
40   60   -50
40   61   -50
40   62   -50
40   63   -50
40   64   -50
40   70   -50
40   71   -50
40   72   -50
40   73   -50
40   74   -50
40   80   -50
40   81   -50
40   82   -50
40   83   -50
40   90   -50

41   0   -50
41   1   -50
41   2   -50
41   3   -50
41   4   -50
41   10   -50
41   11   -50
41   12   -50
41   13   -50
41   14   -50
41   15   -50
41   20   -50
41   21   -50
41   22   -50
41   23   -50
41   24   -50
41   25   -50
41   30   -50
41   31   -50
41   32   -50
41   33   -50
41   34   -50
41   35   -50
41   40   -50
41   42   -50
41   43   -50
41   44   -50
41   45   -50
41   46   -50
41   50   -50
41   51   -50
41   52   -50
41   53   -50
41   54   -50
41   55   -50
41   60   -50
41   61   -50
41   62   -50
41   63   -50
41   64   -50
41   65   -50
41   70   -50
41   71   -50
41   72   -50
41   73   -50
41   74   -50
41   75   -50
41   80   -50
41   81   -50
41   82   -50
41   83   -50
41   84   -50
41   91   -50

42   0   -50
42   1   -50
42   2   -50
42   3   -50
42   4   -50
42   5   -50
42   10   -50
42   11   -50
42   12   -50
42   13   -50
42   14   -50
42   15   -50
42   16   -50
42   20   -50
42   21   -50
42   22   -50
42   23   -50
42   24   -50
42   25   -50
42   26   -50
42   30   -50
42   31   -50
42   32   -50
42   33   -50
42   34   -50
42   35   -50
42   36   -50
42   40   -50
42   41   -50
42   43   -50
42   44   -50
42   45   -50
42   46   -50
42   47   -50
42   50   -50
42   51   -50
42   52   -50
42   53   -50
42   54   -50
42   55   -50
42   56   -50
42   60   -50
42   61   -50
42   62   -50
42   63   -50
42   64   -50
42   65   -50
42   66   -50
42   70   -50
42   71   -50
42   72   -50
42   73   -50
42   74   -50
42   75   -50
42   76   -50
42   80   -50
42   81   -50
42   82   -50
42   83   -50
42   84   -50
42   85   -50
42   92   -50

43   0   -50
43   1   -50
43   2   -50
43   3   -50
43   4   -50
43   5   -50
43   6   -50
43   10   -50
